ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2019-02-06-commons.u11	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Platt, Joanne Marie	F	-
ParlaMint-GB_2019-02-06-commons.u12	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u13	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Yasin, Mohammad	M	-
ParlaMint-GB_2019-02-06-commons.u14	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u15	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Yasin, Mohammad	M	-
ParlaMint-GB_2019-02-06-commons.u16	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u17	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Hands, Gregory William	M	-
ParlaMint-GB_2019-02-06-commons.u18	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u19	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Sheerman, Barry John	M	-
ParlaMint-GB_2019-02-06-commons.u20	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u21	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Gray, James Whiteside	M	-
ParlaMint-GB_2019-02-06-commons.u22	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u23	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Sheppard, Thomas	M	-
ParlaMint-GB_2019-02-06-commons.u24	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u25	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Matheson, Christian John Patrick	M	-
ParlaMint-GB_2019-02-06-commons.u26	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Dowden, Oliver James	M	-
ParlaMint-GB_2019-02-06-commons.u27	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Zeichner, Daniel Stephen	M	-
ParlaMint-GB_2019-02-06-commons.u28	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u29	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Zeichner, Daniel Stephen	M	-
ParlaMint-GB_2019-02-06-commons.u30	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u31	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Offord, Matthew James	M	-
ParlaMint-GB_2019-02-06-commons.u32	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lewis, Brandon Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u33	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Offord, Matthew James	M	-
ParlaMint-GB_2019-02-06-commons.u34	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lewis, Brandon Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u35	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Turley, Anna Catherine	F	-
ParlaMint-GB_2019-02-06-commons.u36	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lewis, Brandon Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u37	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Bone, Peter William	M	-
ParlaMint-GB_2019-02-06-commons.u38	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lewis, Brandon Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u39	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	DUP	Democratic Unionist Party		Campbell, Gregory Lloyd	M	-
ParlaMint-GB_2019-02-06-commons.u40	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lewis, Brandon Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u41	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Clarke, Simon Richard	M	-
ParlaMint-GB_2019-02-06-commons.u42	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	DUP	Democratic Unionist Party		Girvan, William Paul	M	-
ParlaMint-GB_2019-02-06-commons.u43	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u44	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Clarke, Simon Richard	M	-
ParlaMint-GB_2019-02-06-commons.u45	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u46	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	DUP	Democratic Unionist Party		Girvan, William Paul	M	-
ParlaMint-GB_2019-02-06-commons.u47	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u48	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Jenkin, Bernard Christison	M	-
ParlaMint-GB_2019-02-06-commons.u49	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u50	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Powell, Lucy Maria	F	-
ParlaMint-GB_2019-02-06-commons.u51	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u52	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Grant, William	M	-
ParlaMint-GB_2019-02-06-commons.u53	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u54	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Grant, William	M	-
ParlaMint-GB_2019-02-06-commons.u55	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u56	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Evans, Nigel Martin	M	-
ParlaMint-GB_2019-02-06-commons.u57	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u58	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Evans, Nigel Martin	M	-
ParlaMint-GB_2019-02-06-commons.u59	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u60	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u61	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Farron, Timothy James	M	-
ParlaMint-GB_2019-02-06-commons.u62	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u63	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Hendrick, Mark Phillip	M	-
ParlaMint-GB_2019-02-06-commons.u64	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u65	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Hendrick, Mark Phillip	M	-
ParlaMint-GB_2019-02-06-commons.u66	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u67	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Cleverly, James Spencer	M	-
ParlaMint-GB_2019-02-06-commons.u68	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u69	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Smith, Catherine Jane	F	-
ParlaMint-GB_2019-02-06-commons.u70	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u71	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Hair, Kirstene Janette	F	-
ParlaMint-GB_2019-02-06-commons.u72	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u73	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Charalambous, Charalambos	M	-
ParlaMint-GB_2019-02-06-commons.u74	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u75	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2019-02-06-commons.u76	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u77	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Huq, Rupa Asha	F	-
ParlaMint-GB_2019-02-06-commons.u78	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u79	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Huddleston, Nigel Paul	M	-
ParlaMint-GB_2019-02-06-commons.u80	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u81	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	DUP	Democratic Unionist Party		Girvan, William Paul	M	-
ParlaMint-GB_2019-02-06-commons.u82	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Smith, Chloe Rebecca	F	-
ParlaMint-GB_2019-02-06-commons.u83	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Bridgen, Andrew James	M	-
ParlaMint-GB_2019-02-06-commons.u84	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u85	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	-	-	-	-	-	-	-
ParlaMint-GB_2019-02-06-commons.u86	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u87	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u88	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Bridgen, Andrew James	M	-
ParlaMint-GB_2019-02-06-commons.u89	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u90	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u91	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u92	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u93	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u94	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u95	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u96	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u97	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u98	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u99	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u100	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u101	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u102	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u103	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornberry, Emily	F	-
ParlaMint-GB_2019-02-06-commons.u104	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u105	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Halfon, Robert Henry	M	-
ParlaMint-GB_2019-02-06-commons.u106	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u107	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Blackford, Ian	M	-
ParlaMint-GB_2019-02-06-commons.u108	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u109	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Blackford, Ian	M	-
ParlaMint-GB_2019-02-06-commons.u110	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u111	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u112	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u113	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Knight, Julian Carlton	M	-
ParlaMint-GB_2019-02-06-commons.u114	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u115	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Sobel, Alexander David	M	-
ParlaMint-GB_2019-02-06-commons.u116	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u117	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Merriman, Huw William	M	-
ParlaMint-GB_2019-02-06-commons.u118	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u119	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Davies, Geraint Richard	M	-
ParlaMint-GB_2019-02-06-commons.u120	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u121	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Davies, Geraint Richard	M	-
ParlaMint-GB_2019-02-06-commons.u122	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2019-02-06-commons.u123	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u124	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Clarke, Kenneth	M	-
ParlaMint-GB_2019-02-06-commons.u125	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
ParlaMint-GB_2019-02-06-commons.u126	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	LAB	Labour	Opposition	Williams, Paul Daniel	M	-
ParlaMint-GB_2019-02-06-commons.u127	Minutes of the House of Commons, Daily Session 2019-02-06	2019-02-06	2019-02-06	Lower house	57					Reference	Regular	MP	CON	Conservative	Opposition	Lidington, David Roy	M	-
