ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2020-07-21-commons.u22	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u23	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Onwurah, Chinyelu Susan	F	-
ParlaMint-GB_2020-07-21-commons.u24	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u25	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	DUP	Democratic Unionist Party	Opposition	Robinson, Gavin James	M	-
ParlaMint-GB_2020-07-21-commons.u26	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stevenson, Jane Fiona Catherine	F	-
ParlaMint-GB_2020-07-21-commons.u27	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u28	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	DUP	Democratic Unionist Party	Opposition	Robinson, Gavin James	M	-
ParlaMint-GB_2020-07-21-commons.u29	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u30	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Stevenson, Jane Fiona Catherine	F	-
ParlaMint-GB_2020-07-21-commons.u31	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u32	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Chairperson	MP	LAB	Labour	Opposition	Hoyle, Lindsay Harvey	M	-
ParlaMint-GB_2020-07-21-commons.u33	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Powell, Lucy Maria	F	-
ParlaMint-GB_2020-07-21-commons.u34	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u35	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	West, Catherine Elizabeth	F	-
ParlaMint-GB_2020-07-21-commons.u36	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u37	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	West, Catherine Elizabeth	F	-
ParlaMint-GB_2020-07-21-commons.u38	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u39	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Webb, Suzanne	F	-
ParlaMint-GB_2020-07-21-commons.u40	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u41	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Webb, Suzanne	F	-
ParlaMint-GB_2020-07-21-commons.u42	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u43	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Chairperson	MP	LAB	Labour	Opposition	Hoyle, Lindsay Harvey	M	-
ParlaMint-GB_2020-07-21-commons.u44	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Jones, Darren Paul	M	-
ParlaMint-GB_2020-07-21-commons.u45	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u46	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Randall, Thomas William	M	-
ParlaMint-GB_2020-07-21-commons.u47	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Daby, Janet Jessica	F	-
ParlaMint-GB_2020-07-21-commons.u48	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Maskell, Rachael Helen	F	-
ParlaMint-GB_2020-07-21-commons.u49	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Antoniazzi, Antonia Louise	F	-
ParlaMint-GB_2020-07-21-commons.u50	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u51	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Randall, Thomas William	M	-
ParlaMint-GB_2020-07-21-commons.u52	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u53	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Daby, Janet Jessica	F	-
ParlaMint-GB_2020-07-21-commons.u54	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u55	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Maskell, Rachael Helen	F	-
ParlaMint-GB_2020-07-21-commons.u56	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u57	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Antoniazzi, Antonia Louise	F	-
ParlaMint-GB_2020-07-21-commons.u58	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u59	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Whitehead, Alan Patrick Vincent	M	-
ParlaMint-GB_2020-07-21-commons.u60	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u61	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Davies, Geraint Richard	M	-
ParlaMint-GB_2020-07-21-commons.u62	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u63	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Davies, Geraint Richard	M	-
ParlaMint-GB_2020-07-21-commons.u64	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u65	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Fabricant, Michael Louis David	M	-
ParlaMint-GB_2020-07-21-commons.u66	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u67	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Fabricant, Michael Louis David	M	-
ParlaMint-GB_2020-07-21-commons.u68	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Chairperson	MP	LAB	Labour	Opposition	Hoyle, Lindsay Harvey	M	-
ParlaMint-GB_2020-07-21-commons.u69	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u70	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Newlands, Gavin Andrew Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u71	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Dorans, Allan Hopkins	M	-
ParlaMint-GB_2020-07-21-commons.u72	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Flynn, Stephen Mark	M	-
ParlaMint-GB_2020-07-21-commons.u73	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u74	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Newlands, Gavin Andrew Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u75	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u76	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Dorans, Allan Hopkins	M	-
ParlaMint-GB_2020-07-21-commons.u77	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u78	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Flynn, Stephen Mark	M	-
ParlaMint-GB_2020-07-21-commons.u79	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Zahawi, Nadhim	M	-
ParlaMint-GB_2020-07-21-commons.u80	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Sheerman, Barry John	M	-
ParlaMint-GB_2020-07-21-commons.u81	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u82	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Sheerman, Barry John	M	-
ParlaMint-GB_2020-07-21-commons.u83	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u84	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Slaughter, Andrew Francis	M	-
ParlaMint-GB_2020-07-21-commons.u85	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u86	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Slaughter, Andrew Francis	M	-
ParlaMint-GB_2020-07-21-commons.u87	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Scully, Paul Stuart	M	-
ParlaMint-GB_2020-07-21-commons.u88	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Zeichner, Daniel Stephen	M	-
ParlaMint-GB_2020-07-21-commons.u89	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u90	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Zeichner, Daniel Stephen	M	-
ParlaMint-GB_2020-07-21-commons.u91	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u92	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Ali, Rushanara	F	-
ParlaMint-GB_2020-07-21-commons.u93	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u94	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Ali, Rushanara	F	-
ParlaMint-GB_2020-07-21-commons.u95	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Solloway, Amanda Jane	F	-
ParlaMint-GB_2020-07-21-commons.u96	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Fell, Simon Richard James	M	-
ParlaMint-GB_2020-07-21-commons.u97	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Robinson, Mary Josephine	F	-
ParlaMint-GB_2020-07-21-commons.u98	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u99	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Fell, Simon Richard James	M	-
ParlaMint-GB_2020-07-21-commons.u100	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u101	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Robinson, Mary Josephine	F	-
ParlaMint-GB_2020-07-21-commons.u102	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u103	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Evennett, David Anthony	M	-
ParlaMint-GB_2020-07-21-commons.u104	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Baldwin, Harriett Mary Morison	F	-
ParlaMint-GB_2020-07-21-commons.u105	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u106	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Evennett, David Anthony	M	-
ParlaMint-GB_2020-07-21-commons.u107	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u108	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Baldwin, Harriett Mary Morison	F	-
ParlaMint-GB_2020-07-21-commons.u109	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u110	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Spellar, John Francis	M	-
ParlaMint-GB_2020-07-21-commons.u111	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u112	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Spellar, John Francis	M	-
ParlaMint-GB_2020-07-21-commons.u113	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u114	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Howell, Paul	M	-
ParlaMint-GB_2020-07-21-commons.u115	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u116	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	McDonald, Andrew Joseph	M	-
ParlaMint-GB_2020-07-21-commons.u117	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Sharma, Alok Kumar	M	-
ParlaMint-GB_2020-07-21-commons.u118	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Green, Christopher James	M	-
ParlaMint-GB_2020-07-21-commons.u119	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u120	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	SNP	Scottish National Party	Opposition	Cameron, Lisa	F	-
ParlaMint-GB_2020-07-21-commons.u121	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u122	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Gillan, Cheryl Elise Kendall	F	-
ParlaMint-GB_2020-07-21-commons.u123	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Kwarteng, Kwasi Alfred Addo	M	-
ParlaMint-GB_2020-07-21-commons.u124	Minutes of the House of Commons, Daily Session 2020-07-21	2020-07-21	2020-07-21	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Bryant, Christopher John	M	-
